site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
GUAT 10SEP18 2010.7132 55457 1601 6  -90.5  -2174 -0.659879   1613669  0.183962  1519  0.846257  0.0000 0.000758 0.000673 0.002852  0.007320  0.027980  0.019163  14.5904042938  -90.5201826230  1519.84626
GUAT 10SEP19 2010.7159 55458 1602 0  -90.5  -2174 -0.660029   1613669  0.184600  1519  0.832832  0.0000 0.001084 0.001146 0.004635 -0.062137 -0.049809  0.107739  14.5904042995  -90.5201826246  1519.83283
GUAT 10SEP21 2010.7214 55460 1602 2  -90.5  -2174 -0.660380   1613669  0.186361  1519  0.854870  0.0000 0.000760 0.000676 0.002875 -0.004611  0.004292  0.001840  14.5904043154  -90.5201826281  1519.85487
GUAT 10SEP22 2010.7242 55461 1602 3  -90.5  -2174 -0.662381   1613669  0.185937  1519  0.842248  0.0000 0.000760 0.000685 0.002843  0.012095 -0.004125  0.028400  14.5904043115  -90.5201826469  1519.84225
GUAT 10SEP23 2010.7269 55462 1602 4  -90.5  -2174 -0.660193   1613669  0.186114  1519  0.848436  0.0000 0.000762 0.000676 0.002845  0.025409 -0.063591  0.043311  14.5904043130  -90.5201826267  1519.84844
GUAT 10SEP24 2010.7296 55463 1602 5  -90.5  -2174 -0.659451   1613669  0.185729  1519  0.842011  0.0000 0.000736 0.000665 0.002794 -0.009489 -0.039630  0.044339  14.5904043095  -90.5201826200  1519.84201
GUAT 10SEP25 2010.7324 55464 1602 6  -90.5  -2174 -0.659908   1613669  0.185894  1519  0.850719  0.0000 0.000774 0.000675 0.002888 -0.001477 -0.042820  0.034556  14.5904043110  -90.5201826244  1519.85072
GUAT 10SEP26 2010.7351 55465 1603 0  -90.5  -2174 -0.659362   1613669  0.187205  1519  0.843843  0.0000 0.000745 0.000664 0.002784 -0.009559 -0.050344  0.038106  14.5904043228  -90.5201826195  1519.84384
GUAT 10SEP27 2010.7379 55466 1603 1  -90.5  -2174 -0.661168   1613669  0.187575  1519  0.847600  0.0000 0.000780 0.000710 0.003021 -0.001679 -0.001604  0.095459  14.5904043261  -90.5201826364  1519.84760
GUAT 10SEP28 2010.7406 55467 1603 2  -90.5  -2174 -0.660243   1613669  0.186265  1519  0.846187  0.0000 0.000779 0.000706 0.003015 -0.007364 -0.048656  0.074271  14.5904043142  -90.5201826280  1519.84619
GUAT 10SEP29 2010.7433 55468 1603 3  -90.5  -2174 -0.659415   1613669  0.185259  1519  0.838564  0.0000 0.000758 0.000663 0.002786  0.003263 -0.046567  0.010093  14.5904043051  -90.5201826205  1519.83856
GUAT 10SEP30 2010.7461 55469 1603 4  -90.5  -2174 -0.662199   1613669  0.186197  1519  0.844196  0.0000 0.000774 0.000661 0.002828 -0.001867 -0.034212  0.019855  14.5904043135  -90.5201826465  1519.84420
GUAT 10OCT01 2010.7488 55470 1603 5  -90.5  -2174 -0.659902   1613669  0.186945  1519  0.844789  0.0000 0.000780 0.000674 0.002884  0.007321 -0.103441  0.030774  14.5904043202  -90.5201826253  1519.84479
GUAT 10OCT02 2010.7515 55471 1603 6  -90.5  -2174 -0.660496   1613669  0.186375  1519  0.851309  0.0000 0.000761 0.000661 0.002789  0.013417 -0.071751  0.024678  14.5904043150  -90.5201826310  1519.85131
GUAT 10OCT03 2010.7543 55472 1604 0  -90.5  -2174 -0.661800   1613669  0.187442  1519  0.846497  0.0000 0.000770 0.000664 0.002798  0.001867 -0.057681  0.026879  14.5904043246  -90.5201826433  1519.84650
GUAT 10OCT04 2010.7570 55473 1604 1  -90.5  -2174 -0.660365   1613669  0.187822  1519  0.851700  0.0000 0.000762 0.000662 0.002793 -0.012503 -0.036663  0.028182  14.5904043280  -90.5201826301  1519.85170
GUAT 10OCT05 2010.7598 55474 1604 2  -90.5  -2174 -0.661577   1613669  0.185938  1519  0.842295  0.0000 0.000755 0.000653 0.002767  0.012091 -0.047556 -0.018184  14.5904043109  -90.5201826415  1519.84229
GUAT 10OCT06 2010.7625 55475 1604 3  -90.5  -2174 -0.658761   1613669  0.186143  1519  0.849108  0.0000 0.000735 0.000650 0.002688 -0.000580 -0.041014  0.003457  14.5904043128  -90.5201826155  1519.84911
GUAT 10OCT07 2010.7652 55476 1604 4  -90.5  -2174 -0.660824   1613669  0.188738  1519  0.847160  0.0000 0.000732 0.000652 0.002713  0.002653 -0.073794 -0.001770  14.5904043362  -90.5201826348  1519.84716
GUAT 10OCT08 2010.7680 55477 1604 5  -90.5  -2174 -0.659967   1613669  0.186938  1519  0.846568  0.0000 0.000737 0.000650 0.002710  0.014711 -0.050549  0.004940  14.5904043199  -90.5201826271  1519.84657
GUAT 10OCT09 2010.7707 55478 1604 6  -90.5  -2174 -0.659469   1613669  0.187808  1519  0.849368  0.0000 0.000740 0.000660 0.002744  0.018636 -0.065724  0.044991  14.5904043277  -90.5201826226  1519.84937
GUAT 10OCT10 2010.7734 55479 1605 0  -90.5  -2174 -0.660476   1613669  0.186155  1519  0.842542  0.0000 0.000742 0.000662 0.002736  0.009061 -0.071258  0.021861  14.5904043127  -90.5201826321  1519.84254
GUAT 10OCT11 2010.7762 55480 1605 1  -90.5  -2174 -0.661301   1613669  0.187881  1519  0.843363  0.0000 0.000741 0.000655 0.002721  0.014269 -0.040602  0.024600  14.5904043282  -90.5201826399  1519.84336
GUAT 10OCT12 2010.7789 55481 1605 2  -90.5  -2174 -0.659084   1613669  0.187350  1519  0.846038  0.0000 0.000738 0.000668 0.002766  0.015661 -0.041585  0.061085  14.5904043234  -90.5201826195  1519.84604
GUAT 10OCT13 2010.7817 55482 1605 3  -90.5  -2174 -0.660424   1613669  0.187210  1519  0.846959  0.0000 0.000750 0.000660 0.002740  0.016937 -0.070136  0.039235  14.5904043221  -90.5201826321  1519.84696
GUAT 10OCT14 2010.7844 55483 1605 4  -90.5  -2174 -0.660628   1613669  0.186317  1519  0.848619  0.0000 0.000746 0.000664 0.002734  0.022003 -0.040794  0.011996  14.5904043140  -90.5201826342  1519.84862
GUAT 10OCT15 2010.7871 55484 1605 5  -90.5  -2174 -0.661762   1613669  0.184975  1519  0.847671  0.0000 0.000754 0.000682 0.002808  0.035890 -0.059313  0.058751  14.5904043018  -90.5201826448  1519.84767
GUAT 10OCT16 2010.7899 55485 1605 6  -90.5  -2174 -0.659736   1613669  0.186410  1519  0.848055  0.0000 0.000744 0.000653 0.002746  0.017203 -0.050034  0.003184  14.5904043147  -90.5201826262  1519.84805
GUAT 10OCT17 2010.7926 55486 1606 0  -90.5  -2174 -0.660547   1613669  0.186306  1519  0.845233  0.0000 0.000776 0.000676 0.002928  0.036457 -0.100978  0.033806  14.5904043138  -90.5201826339  1519.84523
GUAT 10OCT18 2010.7953 55487 1606 1  -90.5  -2174 -0.662313   1613669  0.187292  1519  0.849191  0.0000 0.000751 0.000663 0.002778  0.009334 -0.026190  0.017748  14.5904043226  -90.5201826504  1519.84919
GUAT 10OCT19 2010.7981 55488 1606 2  -90.5  -2174 -0.656106   1613669  0.187086  1519  0.848504  0.0000 0.000754 0.000659 0.002761  0.014507 -0.043168  0.034224  14.5904043207  -90.5201825930  1519.84850
GUAT 10OCT20 2010.8008 55489 1606 3  -90.5  -2174 -0.662199   1613669  0.188403  1519  0.851360  0.0000 0.000741 0.000651 0.002699  0.018557 -0.035724  0.024000  14.5904043326  -90.5201826497  1519.85136
GUAT 10OCT21 2010.8036 55490 1606 4  -90.5  -2174 -0.659530   1613669  0.186334  1519  0.845714  0.0000 0.000767 0.000664 0.002826  0.002650 -0.038562  0.021577  14.5904043138  -90.5201826251  1519.84571
GUAT 10OCT22 2010.8063 55491 1606 5  -90.5  -2174 -0.660060   1613669  0.186375  1519  0.848973  0.0000 0.000738 0.000651 0.002703  0.012085 -0.052977  0.023303  14.5904043142  -90.5201826302  1519.84897
GUAT 10OCT23 2010.8090 55492 1606 6  -90.5  -2174 -0.659546   1613669  0.186218  1519  0.843375  0.0000 0.000754 0.000667 0.002798  0.030026 -0.050817  0.048923  14.5904043127  -90.5201826256  1519.84338
GUAT 10OCT24 2010.8118 55493 1607 0  -90.5  -2174 -0.659426   1613669  0.186188  1519  0.849683  0.0000 0.000749 0.000651 0.002764  0.007888 -0.043184  0.018295  14.5904043124  -90.5201826246  1519.84968
GUAT 10OCT25 2010.8145 55494 1607 1  -90.5  -2174 -0.661688   1613669  0.186285  1519  0.850948  0.0000 0.000759 0.000663 0.002823  0.005907 -0.042291  0.048507  14.5904043132  -90.5201826458  1519.85095
GUAT 10OCT26 2010.8172 55495 1607 2  -90.5  -2174 -0.660114   1613669  0.186145  1519  0.846691  0.0000 0.000741 0.000667 0.002778  0.002847 -0.039739  0.040066  14.5904043119  -90.5201826313  1519.84669
GUAT 10OCT27 2010.8200 55496 1607 3  -90.5  -2174 -0.660036   1613669  0.187729  1519  0.847048  0.0000 0.000765 0.000667 0.002902 -0.010239 -0.076878  0.015576  14.5904043262  -90.5201826307  1519.84705
GUAT 10OCT28 2010.8227 55497 1607 4  -90.5  -2174 -0.659021   1613669  0.187153  1519  0.843582  0.0000 0.000790 0.000675 0.002945 -0.001682 -0.027701  0.014939  14.5904043209  -90.5201826215  1519.84358
GUAT 10OCT29 2010.8255 55498 1607 5  -90.5  -2174 -0.658105   1613669  0.186289  1519  0.844530  0.0000 0.000788 0.000684 0.003002  0.002578 -0.090093  0.011280  14.5904043131  -90.5201826132  1519.84453
GUAT 10OCT30 2010.8282 55499 1607 6  -90.5  -2174 -0.660159   1613669  0.186326  1519  0.848880  0.0000 0.000761 0.000662 0.002850  0.007846 -0.056129  0.001359  14.5904043134  -90.5201826324  1519.84888
GUAT 10OCT31 2010.8309 55500 1608 0  -90.5  -2174 -0.661391   1613669  0.184944  1519  0.847254  0.0000 0.000773 0.000689 0.002916 -0.009014 -0.003145  0.018138  14.5904043009  -90.5201826440  1519.84725
GUAT 10NOV01 2010.8337 55501 1608 1  -90.5  -2174 -0.660715   1613669  0.186034  1519  0.843783  0.0000 0.000755 0.000674 0.002852  0.000429 -0.038488  0.051502  14.5904043107  -90.5201826379  1519.84378
GUAT 10NOV02 2010.8364 55502 1608 2  -90.5  -2174 -0.660039   1613669  0.185932  1519  0.848256  0.0000 0.000753 0.000663 0.002864  0.011099 -0.082785 -0.004545  14.5904043097  -90.5201826317  1519.84826
GUAT 10NOV03 2010.8392 55503 1608 3  -90.5  -2174 -0.657381   1613669  0.184531  1519  0.848040  0.0000 0.000774 0.000678 0.002931  0.018245 -0.035838  0.008632  14.5904042970  -90.5201826072  1519.84804
GUAT 10NOV04 2010.8419 55504 1608 4  -90.5  -2174 -0.660328   1613669  0.186324  1519  0.856429  0.0000 0.000774 0.000672 0.002897  0.003764 -0.050878  0.023254  14.5904043132  -90.5201826348  1519.85643
GUAT 10NOV05 2010.8446 55505 1608 5  -90.5  -2174 -0.660811   1613669  0.184805  1519  0.853345  0.0000 0.000746 0.000662 0.002805  0.009871 -0.054629  0.027641  14.5904042994  -90.5201826394  1519.85335
GUAT 10NOV06 2010.8474 55506 1608 6  -90.5  -2174 -0.659902   1613669  0.185955  1519  0.849186  0.0000 0.000798 0.000714 0.002996  0.030413 -0.023726  0.048457  14.5904043097  -90.5201826311  1519.84919
GUAT 10NOV07 2010.8501 55507 1609 0  -90.5  -2174 -0.658898   1613669  0.186891  1519  0.848601  0.0000 0.000746 0.000657 0.002822  0.016701 -0.092130  0.003556  14.5904043182  -90.5201826219  1519.84860
GUAT 10NOV08 2010.8528 55508 1609 1  -90.5  -2174 -0.660043   1613669  0.186228  1519  0.848503  0.0000 0.000752 0.000662 0.002811  0.004419 -0.069738  0.042569  14.5904043121  -90.5201826327  1519.84850
GUAT 10NOV09 2010.8556 55509 1609 2  -90.5  -2174 -0.659256   1613669  0.187120  1519  0.849034  0.0000 0.000739 0.000652 0.002756  0.003082 -0.068925  0.017079  14.5904043201  -90.5201826256  1519.84903
GUAT 10NOV10 2010.8583 55510 1609 3  -90.5  -2174 -0.658162   1613669  0.187146  1519  0.853495  0.0000 0.000748 0.000660 0.002784  0.014445 -0.074691  0.015313  14.5904043203  -90.5201826156  1519.85350
GUAT 10NOV11 2010.8611 55511 1609 4  -90.5  -2174 -0.657447   1613669  0.186617  1519  0.845800  0.0000 0.000735 0.000647 0.002703  0.001468 -0.053623  0.004595  14.5904043155  -90.5201826091  1519.84580
GUAT 10NOV12 2010.8638 55512 1609 5  -90.5  -2174 -0.658531   1613669  0.184721  1519  0.846341  0.0000 0.000738 0.000656 0.002735  0.010630 -0.061086  0.030476  14.5904042983  -90.5201826193  1519.84634
GUAT 10NOV13 2010.8665 55513 1609 6  -90.5  -2174 -0.660142   1613669  0.186109  1519  0.851235  0.0000 0.000741 0.000655 0.002745  0.003695 -0.055349  0.039953  14.5904043108  -90.5201826345  1519.85123
GUAT 10NOV14 2010.8693 55514 1610 0  -90.5  -2174 -0.659025   1613669  0.185888  1519  0.845279  0.0000 0.000735 0.000658 0.002715  0.010454 -0.048702  0.055961  14.5904043088  -90.5201826243  1519.84528
GUAT 10NOV15 2010.8720 55515 1610 1  -90.5  -2174 -0.658281   1613669  0.185255  1519  0.854036  0.0000 0.000742 0.000649 0.002704  0.007583 -0.013866  0.022046  14.5904043030  -90.5201826175  1519.85404
GUAT 10NOV16 2010.8747 55516 1610 2  -90.5  -2174 -0.660075   1613669  0.185738  1519  0.850589  0.0000 0.000766 0.000668 0.002864  0.009812 -0.069120  0.046029  14.5904043073  -90.5201826343  1519.85059
GUAT 10NOV17 2010.8775 55517 1610 3  -90.5  -2174 -0.658920   1613669  0.186608  1519  0.857451  0.0000 0.000777 0.000667 0.002851 -0.013778 -0.022591  0.043047  14.5904043152  -90.5201826238  1519.85745
GUAT 10NOV18 2010.8802 55518 1610 4  -90.5  -2174 -0.659279   1613669  0.184875  1519  0.848773  0.0000 0.000746 0.000663 0.002776 -0.016874 -0.048942  0.048744  14.5904042995  -90.5201826273  1519.84877
GUAT 10NOV19 2010.8830 55519 1610 5  -90.5  -2174 -0.659344   1613669  0.185337  1519  0.853546  0.0000 0.000795 0.000684 0.002898  0.021252 -0.046945  0.042160  14.5904043036  -90.5201826280  1519.85355
GUAT 10NOV20 2010.8857 55520 1610 6  -90.5  -2174 -0.657999   1613669  0.185895  1519  0.849975  0.0000 0.000737 0.000647 0.002728  0.018745 -0.056034  0.026457  14.5904043086  -90.5201826157  1519.84997
GUAT 10NOV21 2010.8884 55521 1611 0  -90.5  -2174 -0.657920   1613669  0.185677  1519  0.843244  0.0000 0.000785 0.000694 0.003036 -0.008239 -0.034847  0.001460  14.5904043066  -90.5201826151  1519.84324
GUAT 10NOV22 2010.8912 55522 1611 1  -90.5  -2174 -0.658012   1613669  0.184617  1519  0.852176  0.0000 0.000793 0.000682 0.002993 -0.036499 -0.037208 -0.012445  14.5904042970  -90.5201826162  1519.85218
GUAT 10NOV23 2010.8939 55523 1611 2  -90.5  -2174 -0.661374   1613669  0.185497  1519  0.851063  0.0000 0.000773 0.000669 0.002824  0.000462 -0.014749  0.006774  14.5904043049  -90.5201826475  1519.85106
GUAT 10NOV24 2010.8966 55524 1611 3  -90.5  -2174 -0.661200   1613669  0.184730  1519  0.858337  0.0000 0.000791 0.000680 0.002915  0.011404 -0.020955  0.025775  14.5904042979  -90.5201826461  1519.85834
GUAT 10NOV26 2010.9021 55526 1611 5  -90.5  -2174 -0.659475   1613669  0.187031  1519  0.857078  0.0000 0.000786 0.000679 0.002890  0.020137 -0.038731  0.017470  14.5904043186  -90.5201826304  1519.85708
GUAT 10NOV27 2010.9049 55527 1611 6  -90.5  -2174 -0.660163   1613669  0.187405  1519  0.854433  0.0000 0.000776 0.000680 0.002898  0.018844 -0.030116  0.019426  14.5904043219  -90.5201826369  1519.85443
GUAT 10NOV28 2010.9076 55528 1612 0  -90.5  -2174 -0.658901   1613669  0.184448  1519  0.852536  0.0000 0.000753 0.000668 0.002808  0.007287 -0.040426  0.039343  14.5904042952  -90.5201826254  1519.85254
GUAT 10NOV29 2010.9103 55529 1612 1  -90.5  -2174 -0.657508   1613669  0.186557  1519  0.851587  0.0000 0.000735 0.000659 0.002731  0.013612 -0.031227  0.035469  14.5904043142  -90.5201826126  1519.85159
GUAT 10NOV30 2010.9131 55530 1612 2  -90.5  -2174 -0.656100   1613669  0.186565  1519  0.857234  0.0000 0.000754 0.000663 0.002849  0.001174 -0.041682  0.025690  14.5904043142  -90.5201825997  1519.85723
GUAT 10DEC01 2010.9158 55531 1612 3  -90.5  -2174 -0.659215   1613669  0.182531  1519  0.843194  0.0000 0.000777 0.000680 0.002929  0.012969 -0.044078  0.023322  14.5904042777  -90.5201826288  1519.84319
GUAT 10DEC02 2010.9185 55532 1612 4  -90.5  -2174 -0.658727   1613669  0.186062  1519  0.850809  0.0000 0.000761 0.000651 0.002766  0.002082 -0.043303 -0.000197  14.5904043096  -90.5201826244  1519.85081
GUAT 10DEC03 2010.9213 55533 1612 5  -90.5  -2174 -0.657842   1613669  0.187882  1519  0.853045  0.0000 0.000760 0.000656 0.002781  0.006344 -0.030501  0.019527  14.5904043260  -90.5201826163  1519.85305
GUAT 10DEC04 2010.9240 55534 1612 6  -90.5  -2174 -0.659216   1613669  0.185253  1519  0.849421  0.0000 0.000734 0.000656 0.002712  0.007568 -0.057191  0.021279  14.5904043022  -90.5201826292  1519.84942
GUAT 10DEC05 2010.9268 55535 1613 0  -90.5  -2174 -0.659078   1613669  0.187323  1519  0.849952  0.0000 0.000764 0.000669 0.002804  0.015174 -0.013165  0.041176  14.5904043209  -90.5201826281  1519.84995
GUAT 10DEC06 2010.9295 55536 1613 1  -90.5  -2174 -0.659385   1613669  0.186127  1519  0.845295  0.0000 0.000733 0.000647 0.002697  0.005504 -0.044804  0.008893  14.5904043100  -90.5201826311  1519.84529
GUAT 10DEC07 2010.9322 55537 1613 2  -90.5  -2174 -0.659917   1613669  0.188420  1519  0.851798  0.0000 0.000752 0.000651 0.002709  0.013731 -0.029297  0.008605  14.5904043307  -90.5201826362  1519.85180
GUAT 10DEC08 2010.9350 55538 1613 3  -90.5  -2174 -0.658741   1613669  0.189340  1519  0.850786  0.0000 0.000752 0.000655 0.002768  0.009829 -0.035636  0.008746  14.5904043390  -90.5201826255  1519.85079
GUAT 10DEC09 2010.9377 55539 1613 4  -90.5  -2174 -0.660078   1613669  0.186567  1519  0.849968  0.0000 0.000752 0.000659 0.002769  0.016955 -0.060065  0.024630  14.5904043139  -90.5201826381  1519.84997
GUAT 10DEC10 2010.9405 55540 1613 5  -90.5  -2174 -0.659864   1613669  0.187601  1519  0.850716  0.0000 0.000754 0.000668 0.002792  0.001463 -0.040586  0.045521  14.5904043232  -90.5201826362  1519.85072
GUAT 10DEC11 2010.9432 55541 1613 6  -90.5  -2174 -0.657231   1613669  0.188838  1519  0.851570  0.0000 0.000748 0.000653 0.002724  0.008869 -0.035051  0.032946  14.5904043343  -90.5201826120  1519.85157
GUAT 10DEC12 2010.9459 55542 1614 0  -90.5  -2174 -0.658599   1613669  0.188532  1519  0.858045  0.0000 0.000750 0.000665 0.002754  0.025799 -0.035210  0.057004  14.5904043315  -90.5201826248  1519.85804
GUAT 10DEC13 2010.9487 55543 1614 1  -90.5  -2174 -0.660112   1613669  0.187125  1519  0.853814  0.0000 0.000752 0.000656 0.002739  0.029353 -0.058227  0.043384  14.5904043187  -90.5201826390  1519.85381
GUAT 10DEC14 2010.9514 55544 1614 2  -90.5  -2174 -0.658676   1613669  0.187023  1519  0.851064  0.0000 0.000753 0.000665 0.002748  0.015295 -0.041639  0.029908  14.5904043178  -90.5201826258  1519.85106
GUAT 10DEC15 2010.9541 55545 1614 3  -90.5  -2174 -0.657896   1613669  0.188535  1519  0.858288  0.0000 0.000772 0.000662 0.002802  0.010096 -0.007645  0.017746  14.5904043314  -90.5201826188  1519.85829
GUAT 10DEC16 2010.9569 55546 1614 4  -90.5  -2174 -0.657808   1613669  0.189055  1519  0.855680  0.0000 0.000740 0.000646 0.002678  0.029357 -0.051587  0.004822  14.5904043360  -90.5201826181  1519.85568
GUAT 10DEC17 2010.9596 55547 1614 5  -90.5  -2174 -0.657461   1613669  0.188706  1519  0.849678  0.0000 0.000913 0.000765 0.003292  0.055590 -0.036447  0.057473  14.5904043329  -90.5201826150  1519.84968
GUAT 10DEC18 2010.9624 55548 1614 6  -90.5  -2174 -0.657423   1613669  0.188924  1519  0.854832  0.0000 0.000754 0.000662 0.002807  0.008699 -0.031281  0.008118  14.5904043348  -90.5201826149  1519.85483
GUAT 10DEC19 2010.9651 55549 1615 0  -90.5  -2174 -0.657809   1613669  0.186662  1519  0.852148  0.0000 0.000748 0.000647 0.002680  0.014546 -0.046823  0.015456  14.5904043143  -90.5201826186  1519.85215
GUAT 10DEC20 2010.9678 55550 1615 1  -90.5  -2174 -0.656270   1613669  0.188369  1519  0.854575  0.0000 0.000756 0.000649 0.002745 -0.001424 -0.051256 -0.007833  14.5904043297  -90.5201826045  1519.85458
GUAT 10DEC21 2010.9706 55551 1615 2  -90.5  -2174 -0.657397   1613669  0.188166  1519  0.855024  0.0000 0.000753 0.000653 0.002723  0.013667 -0.016642  0.007047  14.5904043278  -90.5201826151  1519.85502
GUAT 10DEC22 2010.9733 55552 1615 3  -90.5  -2174 -0.657478   1613669  0.187148  1519  0.851633  0.0000 0.000751 0.000648 0.002724  0.022142 -0.048210 -0.012093  14.5904043186  -90.5201826160  1519.85163
GUAT 10DEC23 2010.9760 55553 1615 4  -90.5  -2174 -0.656688   1613669  0.186981  1519  0.856146  0.0000 0.000765 0.000652 0.002724  0.007848 -0.013270  0.006481  14.5904043170  -90.5201826088  1519.85615
GUAT 10DEC24 2010.9788 55554 1615 5  -90.5  -2174 -0.656890   1613669  0.187832  1519  0.852179  0.0000 0.000753 0.000655 0.002725  0.016306 -0.018244  0.012864  14.5904043247  -90.5201826109  1519.85218
GUAT 10DEC25 2010.9815 55555 1615 6  -90.5  -2174 -0.655734   1613669  0.188786  1519  0.853536  0.0000 0.000746 0.000653 0.002703  0.015961 -0.040810  0.026487  14.5904043332  -90.5201826003  1519.85354
GUAT 10DEC26 2010.9843 55556 1616 0  -90.5  -2174 -0.655734   1613669  0.186881  1519  0.851254  0.0000 0.000747 0.000641 0.002668  0.016124 -0.035178 -0.000181  14.5904043160  -90.5201826005  1519.85125
GUAT 10DEC27 2010.9870 55557 1616 1  -90.5  -2174 -0.655267   1613669  0.188585  1519  0.855132  0.0000 0.000746 0.000657 0.002750  0.019613 -0.042606 -0.000162  14.5904043313  -90.5201825963  1519.85513
GUAT 10DEC28 2010.9897 55558 1616 2  -90.5  -2174 -0.655285   1613669  0.187231  1519  0.856500  0.0000 0.000781 0.000665 0.002805 -0.003297 -0.046326  0.007191  14.5904043191  -90.5201825966  1519.85650
GUAT 10DEC29 2010.9925 55559 1616 3  -90.5  -2174 -0.655536   1613669  0.188604  1519  0.857986  0.0000 0.000806 0.000668 0.002860 -0.000853 -0.037103  0.019128  14.5904043314  -90.5201825991  1519.85799
GUAT 10DEC30 2010.9952 55560 1616 4  -90.5  -2174 -0.654718   1613669  0.190429  1519  0.859826  0.0000 0.000795 0.000664 0.002861 -0.013003 -0.040826  0.021674  14.5904043479  -90.5201825917  1519.85983
GUAT 11JAN01 2011.0007 55562 1616 6  -90.5  -2174 -0.654910   1613669  0.190579  1519  0.856049  0.0000 0.000774 0.000668 0.002829  0.029514 -0.054928  0.020080  14.5904043491  -90.5201825938  1519.85605
GUAT 11JAN02 2011.0034 55563 1617 0  -90.5  -2174 -0.655688   1613669  0.188249  1519  0.857069  0.0000 0.000793 0.000666 0.002865  0.010726 -0.028001  0.011616  14.5904043280  -90.5201826012  1519.85707
GUAT 11JAN03 2011.0062 55564 1617 1  -90.5  -2174 -0.655552   1613669  0.186454  1519  0.852213  0.0000 0.000754 0.000659 0.002743 -0.010335 -0.010944  0.021648  14.5904043118  -90.5201826001  1519.85221
GUAT 11JAN04 2011.0089 55565 1617 2  -90.5  -2174 -0.654866   1613669  0.186429  1519  0.859795  0.0000 0.000759 0.000664 0.002792  0.025053 -0.057409  0.040741  14.5904043115  -90.5201825939  1519.85980
GUAT 11JAN05 2011.0116 55566 1617 3  -90.5  -2174 -0.655134   1613669  0.188788  1519  0.859608  0.0000 0.000751 0.000656 0.002729  0.007909 -0.015325  0.036453  14.5904043328  -90.5201825965  1519.85961
GUAT 11JAN06 2011.0144 55567 1617 4  -90.5  -2174 -0.655362   1613669  0.191286  1519  0.861077  0.0000 0.000759 0.000655 0.002786  0.006362 -0.042150  0.006004  14.5904043553  -90.5201825988  1519.86108
GUAT 11JAN07 2011.0171 55568 1617 5  -90.5  -2174 -0.654486   1613669  0.188202  1519  0.861678  0.0000 0.000792 0.000675 0.002864 -0.019861 -0.024174  0.041655  14.5904043274  -90.5201825908  1519.86168
GUAT 11JAN08 2011.0198 55569 1617 6  -90.5  -2174 -0.653322   1613669  0.189501  1519  0.863148  0.0000 0.000766 0.000656 0.002761 -0.014058 -0.007532  0.023133  14.5904043391  -90.5201825802  1519.86315
GUAT 11JAN09 2011.0226 55570 1618 0  -90.5  -2174 -0.651836   1613669  0.188586  1519  0.860894  0.0000 0.000762 0.000652 0.002779 -0.006177 -0.037109  0.013821  14.5904043308  -90.5201825665  1519.86089
GUAT 11JAN10 2011.0253 55571 1618 1  -90.5  -2174 -0.654277   1613669  0.189833  1519  0.865555  0.0000 0.000779 0.000674 0.002871 -0.008283  0.000646  0.027217  14.5904043420  -90.5201825894  1519.86555
GUAT 11JAN11 2011.0281 55572 1618 2  -90.5  -2174 -0.651621   1613669  0.188187  1519  0.859661  0.0000 0.000805 0.000693 0.003006 -0.011713 -0.040741  0.008936  14.5904043271  -90.5201825649  1519.85966
GUAT 11JAN12 2011.0308 55573 1618 3  -90.5  -2174 -0.655167   1613669  0.185370  1519  0.853398  0.0000 0.000802 0.000689 0.002966 -0.019905 -0.039819  0.046638  14.5904043016  -90.5201825979  1519.85340
GUAT 11JAN13 2011.0335 55574 1618 4  -90.5  -2174 -0.654107   1613669  0.188360  1519  0.857683  0.0000 0.000767 0.000656 0.002776  0.003093 -0.017845  0.018692  14.5904043286  -90.5201825883  1519.85768
GUAT 11JAN14 2011.0363 55575 1618 5  -90.5  -2174 -0.652143   1613669  0.188806  1519  0.859842  0.0000 0.000767 0.000665 0.002806 -0.005686 -0.015306  0.031187  14.5904043326  -90.5201825702  1519.85984
GUAT 11JAN15 2011.0390 55576 1618 6  -90.5  -2174 -0.653477   1613669  0.190545  1519  0.863102  0.0000 0.000752 0.000658 0.002774  0.001570 -0.056463  0.014598  14.5904043482  -90.5201825827  1519.86310
GUAT 11JAN16 2011.0418 55577 1619 0  -90.5  -2174 -0.655279   1613669  0.190209  1519  0.856731  0.0000 0.000779 0.000654 0.002810 -0.016223 -0.017269 -0.018573  14.5904043451  -90.5201825996  1519.85673
GUAT 11JAN17 2011.0445 55578 1619 1  -90.5  -2174 -0.653351   1613669  0.191195  1519  0.855925  0.0000 0.000782 0.000665 0.002913  0.019629 -0.094793 -0.019017  14.5904043540  -90.5201825819  1519.85592
GUAT 11JAN18 2011.0472 55579 1619 2  -90.5  -2174 -0.654535   1613669  0.189996  1519  0.862359  0.0000 0.000781 0.000681 0.002935  0.001211 -0.045058  0.013389  14.5904043431  -90.5201825930  1519.86236
GUAT 11JAN19 2011.0500 55580 1619 3  -90.5  -2174 -0.654542   1613669  0.190735  1519  0.865834  0.0000 0.000782 0.000679 0.002897 -0.009557 -0.010454  0.023741  14.5904043498  -90.5201825933  1519.86583
